token,label
，,O
但,O
韩,O
立,O
知,O
道,O
对,O
方,O
又,O
欠,O
了,O
自,O
己,O
一,O
个,O
不,O
大,O
不,O
小,O
的,O
人,O
情,O
。,O
"
",O
"
",O
韩,O
立,O
准,O
备,O
遵,O
守,O
和,O
他,O
的,O
约,O
定,O
，,O
不,O
但,O
不,O
会,O
把,O
他,O
的,O
秘,O
密,O
外,O
传,O
，,O
还,O
决,O
定,O
一,O
回,O
到,O
山,O
谷,O
就,O
为,O
他,O
配,O
制,O
能,O
减,O
轻,O
痛,O
苦,O
的,O
秘,O
药,O
。,O
"
",O
"
",O
会,O
这,O
么,O
做,O
的,O
原,O
因,O
很,O
简,O
单,O
，,O
既,O
然,O
对,O
方,O
不,O
是,O
个,O
小,O
人,O
，,O
没,O
有,O
对,O
自,O
己,O
真,O
的,O
下,O
杀,O
手,O
，,O
那,O
么,O
自,O
己,O
就,O
要,O
让,O
对,O
方,O
欠,O
下,O
自,O
己,O
一,O
个,O
更,O
大,O
的,O
人,O
情,O
，,O
让,O
他,O
不,O
好,O
拒,O
绝,O
自,O
己,O
以,O
后,O
提,O
出,O
的,O
要,O
求,O
。,O
"
",O
"
",O
厉,O
飞,O
雨,O
的,O
武,O
功,O
在,O
最,O
后,O
几,O
年,O
里,O
只,O
会,O
越,O
来,O
越,O
高,O
，,O
对,O
方,O
的,O
武,O
功,O
越,O
高,O
，,O
对,O
自,O
己,O
有,O
帮,O
助,O
的,O
可,O
能,O
性,O
就,O
越,O
大,O
。,O
就,O
算,O
在,O
今,O
后,O
几,O
年,O
里,O
不,O
需,O
要,O
他,O
的,O
帮,O
忙,O
，,O
这,O
也,O
无,O
所,O
谓,O
。,O
轻,O
轻,O
地,O
帮,O
一,O
下,O
一,O
个,O
不,O
算,O
是,O
坏,O
人,O
的,O
人,O
，,O
对,O
自,O
己,O
也,O
算,O
是,O
一,O
件,O
让,O
身,O
心,O
愉,O
快,O
的,O
事,O
情,O
。,O
虽,O
然,O
厉,O
飞,O
雨,O
不,O
见,O
得,O
就,O
一,O
定,O
是,O
个,O
好,O
人,O
，,O
但,O
起,O
码,O
经,O
历,O
过,O
今,O
天,O
这,O
件,O
事,O
，,O
他,O
对,O
自,O
己,O
是,O
不,O
会,O
有,O
什,O
么,O
危,O
害,O
了,O
。,O
"
",O
"
",O
韩,O
立,O
在,O
把,O
所,O
有,O
一,O
切,O
前,O
前,O
后,O
后,O
的,O
想,O
了,O
一,O
遍,O
，,O
觉,O
得,O
并,O
没,O
有,O
什,O
么,O
遗,O
漏,O
的,O
地,O
方,O
，,O
这,O
才,O
慢,O
悠,O
悠,O
的,O
回,O
到,O
了,O
神,O
手,O
谷,O
。,O
"
",O
"
",O
在,O
悠,O
闲,O
的,O
回,O
到,O
谷,O
内,O
后,O
不,O
久,O
，,O
韩,O
立,O
就,O
开,O
始,O
准,O
备,O
厉,O
飞,O
雨,O
的,O
所,O
需,O
要,O
的,O
秘,O
药,O
。,O
这,O
个,O
能,O
减,O
轻,O
人,O
疼,O
痛,O
知,O
觉,O
的,O
药,O
并,O
不,O
难,O
配,O
，,O
在,O
山,O
谷,O
中,O
的,O
药,O
园,O
里,O
就,O
能,O
找,O
到,O
所,O
需,O
的,O
所,O
有,O
药,O
材,O
，,O
只,O
是,O
配,O
制,O
的,O
过,O
程,O
有,O
些,O
繁,O
琐,O
，,O
要,O
小,O
心,O
仔,O
细,O
一,O
些,O
。,O
"
",O
"
",O
在,O
经,O
过,O
一,O
个,O
下,O
午,O
的,O
忙,O
碌,O
后,O
，,O
韩,O
立,O
配,O
好,O
了,O
足,O
够,O
厉,O
飞,O
雨,O
用,O
一,O
年,O
的,O
成,O
药,O
。,O
不,O
是,O
不,O
能,O
再,O
多,O
配,O
一,O
些,O
，,O
他,O
只,O
是,O
希,O
望,O
厉,O
飞,O
雨,O
以,O
后,O
每,O
年,O
都,O
来,O
取,O
回,O
药,O
，,O
让,O
他,O
不,O
会,O
慢,O
慢,O
遗,O
忘,O
了,O
自,O
己,O
的,O
这,O
份,O
人,O
情,O
。,O
"
",O
"
",O
到,O
了,O
傍,O
晚,O
，,O
韩,O
立,O
突,O
然,O
一,O
反,O
常,O
态,O
的,O
坐,O
在,O
了,O
自,O
己,O
屋,O
门,O
前,O
的,O
一,O
把,O
椅,O
子,O
上,O
，,O
抬,O
头,O
望,O
着,O
漆,O
黑,O
的,O
星,O
空,O
，,O
看,O
着,O
皎,O
洁,O
的,O
月,O
亮,O
，,O
在,O
思,O
考,O
着,O
什,O
么,O
。,O
"
",O
"
",O
韩,O
立,O
又,O
再,O
怀,O
念,O
家,O
里,O
的,O
亲,O
人,O
了,O
。,O
"
",O
"
",O
他,O
离,O
开,O
自,O
己,O
的,O
父,O
母,O
已,O
经,O
四,O
年,O
多,O
了,O
，,O
从,O
他,O
上,O
山,O
以,O
来,O
几,O
乎,O
每,O
天,O
天,O
都,O
在,O
苦,O
苦,O
修,O
炼,O
口,O
诀,O
，,O
根,O
本,O
就,O
无,O
暇,O
惦,O
记,O
家,O
中,O
之,O
事,O
，,O
也,O
就,O
从,O
未,O
下,O
山,O
回,O
去,O
过,O
。,O
只,O
是,O
让,O
人,O
把,O
自,O
己,O
每,O
月,O
领,O
的,O
大,O
部,O
分,O
银,O
子,O
都,O
捎,O
带,O
回,O
家,O
，,O
而,O
他,O
每,O
年,O
也,O
只,O
收,O
到,O
一,O
封,O
老,O
张,O
叔,O
代,O
笔,O
写,O
得,O
父,O
母,O
报,O
平,O
安,O
的,O
书,O
信,O
，,O
信,O
的,O
内,O
容,O
很,O
少,O
，,O
除,O
了,O
告,O
诉,O
他,O
家,O
中,O
的,O
一,O
切,O
都,O
安,O
好,O
外,O
，,O
其,O
他,O
的,O
事,O
情,O
就,O
很,O
少,O
和,O
他,O
提,O
到,O
。,O
只,O
是,O
知,O
道,O
家,O
里,O
的,O
生,O
活,O
比,O
以,O
前,O
好,O
了,O
许,O
多,O
，,O
大,O
哥,O
已,O
经,O
成,O
家,O
立,O
业,O
，,O
二,O
哥,O
也,O
说,O
好,O
了,O
新,O
媳,O
妇,O
，,O
估,O
计,O
明,O
年,O
就,O
能,O
操,O
办,O
喜,O
事,O
，,O
所,O
有,O
这,O
一,O
切,O
变,O
化,O
都,O
是,O
因,O
为,O
自,O
己,O
送,O
回,O
家,O
的,O
银,O
子,O
才,O
改,O
变,O
的,O
，,O
但,O
韩,O
立,O
却,O
从,O
几,O
封,O
信,O
的,O
问,O
候,O
中,O
敏,O
感,O
的,O
觉,O
察,O
到,O
，,O
家,O
里,O
人,O
对,O
待,O
他,O
的,O
口,O
气,O
是,O
越,O
来,O
越,O
客,O
气,O
，,O
甚,O
至,O
客,O
气,O
的,O
有,O
一,O
种,O
像,O
对,O
待,O
陌,O
生,O
人,O
的,O
感,O
觉,O
，,O
这,O
种,O
感,O
觉,O
一,O
开,O
始,O
让,O
韩,O
立,O
心,O
里,O
很,O
害,O
怕,O
，,O
不,O
知,O
如,O
何,O
应,O
对,O
才,O
好,O
。,O
但,O
随,O
着,O
时,O
间,O
的,O
流,O
逝,O
，,O
不,O
知,O
为,O
什,O
么,O
，,O
这,O
种,O
害,O
怕,O
的,O
感,O
觉,O
却,O
很,O
自,O
然,O
地,O
变,O
平,O
淡,O
了,O
下,O
来,O
，,O
而,O
家,O
中,O
亲,O
人,O
的,O
形,O
象,O
在,O
他,O
心,O
目,O
中,O
也,O
逐,O
渐,O
的,O
模,O
糊,O
了,O
。,O
"
",O
"
",O
他,O
也,O
只,O
有,O
像,O
今,O
天,O
晚,O
上,O
这,O
样,O
，,O
在,O
触,O
景,O
生,O
情,O
的,O
情,O
况,O
下,O
才,O
会,O
再,O
次,O
怀,O
念,O
起,O
家,O
中,O
的,O
亲,O
人,O
，,O
回,O
想,O
起,O
以,O
前,O
在,O
家,O
中,O
的,O
那,O
种,O
温,O
馨,O
感,O
觉,O
，,O
这,O
种,O
现,O
在,O
很,O
难,O
品,O
尝,O
到,O
的,O
感,O
受,O
，,O
让,O
韩,O
立,O
觉,O
得,O
很,O
舒,O
服,O
很,O
珍,O
贵,O
，,O
他,O
会,O
慢,O
慢,O
的,O
、,O
一,O
点,O
点,O
的,O
品,O
味,O
着,O
这,O
种,O
滋,O
味,O
。,O
"
",O
"
",O
韩,O
立,O
把,O
手,O
放,O
到,O
了,O
胸,O
口,O
上,O
，,O
用,O
手,O
指,O
隔,O
着,O
衣,O
服,O
抚,O
摸,O
着,O
装,O
着,O
平,O
安,O
符,O
的,O
小,O
皮,O
袋,O
。,O
"
",O
"
",O
以,O
往,O
这,O
时,O
他,O
只,O
要,O
抚,O
摸,O
几,O
下,O
，,O
心,O
灵,O
上,O
就,O
能,O
得,O
到,O
淡,O
淡,O
的,O
满,O
足,O
，,O
但,O
今,O
晚,O
不,O
知,O
怎,O
么,O
回,O
事,O
，,O
抚,O
摸,O
之,O
后,O
心,O
里,O
更,O
骚,O
动,O
不,O
已,O
，,O
久,O
久,O
不,O
能,O
平,O
静,O
下,O
来,O
。,O
"
",O
"
",O
韩,O
立,O
现,O
在,O
心,O
里,O
有,O
一,O
种,O
说,O
不,O
出,O
的,O
郁,O
闷,O
感,O
觉,O
，,O
无,O
法,O
控,O
制,O
自,O
己,O
的,O
情,O
绪,O
，,O
身,O
体,O
上,O
下,O
也,O
不,O
对,O
劲,O
，,O
体,O
内,O
的,O
气,O
血,O
开,O
始,O
翻,O
滚,O
不,O
停,O
，,O
修,O
炼,O
出,O
来,O
的,O
古,O
怪,O
能,O
量,O
也,O
蠢,O
蠢,O
欲,O
动,O
。,O
"
",O
"
",O
“,O
走,O
火,O
入,O
魔,O
”,O
这,O
个,O
可,O
怕,O
的,O
字,O
眼,O
突,O
然,O
出,O
现,O
在,O
他,O
的,O
脑,O
子,O
里,O
，,O
韩,O
立,O
站,O
了,O
起,O
来,O
，,O
深,O
呼,O
吸,O
了,O
一,O
下,O
，,O
强,O
迫,O
自,O
己,O
冷,O
静,O
下,O
来,O
。,O
现,O
在,O
墨,O
大,O
夫,O
不,O
在,O
，,O
他,O
只,O
有,O
自,O
己,O
处,O
理,O
眼,O
前,O
的,O
危,O
机,O
。,O
"
",O
"
",O
自,O
己,O
无,O
缘,O
无,O
故,O
的,O
怎,O
么,O
会,O
走,O
火,O
入,O
魔,O
，,O
韩,O
立,O
还,O
是,O
觉,O
得,O
有,O
点,O
纳,O
闷,O
。,O
虽,O
然,O
现,O
在,O
不,O
是,O
寻,O
根,O
问,O
底,O
的,O
时,O
候,O
，,O
但,O
从,O
根,O
源,O
上,O
入,O
手,O
找,O
到,O
触,O
动,O
走,O
火,O
入,O
魔,O
的,O
起,O
因,O
，,O
才,O
是,O
彻,O
底,O
解,O
决,O
这,O
个,O
麻,O
烦,O
的,O
最,O
可,O
行,O
办,O
法,O
。,O
"
",O
"
",O
韩,O
立,O
抬,O
起,O
头,O
，,O
目,O
光,O
往,O
周,O
围,O
寻,O
觅,O
了,O
一,O
番,O
，,O
没,O
有,O
找,O
到,O
什,O
么,O
惹,O
眼,O
的,O
东,O
西,O
。,O
"
",O
"
",O
他,O
用,O
右,O
手,O
摸,O
了,O
摸,O
自,O
己,O
的,O
下,O
巴,O
，,O
手,O
肘,O
突,O
然,O
碰,O
到,O
了,O
一,O
个,O
鼓,O
鼓,O
的,O
东,O
西,O
，,O
他,O
下,O
意,O
识,O
的,O
把,O
目,O
光,O
落,O
在,O
了,O
这,O
个,O
东,O
西,O
上,O
。,O
"
",O
"
",O
“,O
小,O
皮,O
袋,O
”,O
“,O
平,O
安,O
符,O
”,O
这,O
东,O
西,O
的,O
名,O
字,O
立,O
刻,O
映,O
到,O
了,O
了,O
他,O
的,O
脑,O
海,O
里,O
。,O
"
",O
"
",O
“,O
难,O
道,O
会,O
是,O
它,O
引,O
起,O
的,O
大,O
麻,O
烦,O
？,O
”,O
韩,O
立,O
不,O
敢,O
肯,O
定,O
，,O
但,O
现,O
在,O
无,O
法,O
再,O
犹,O
豫,O
了,O
，,O
体,O
内,O
的,O
状,O
况,O
更,O
糟,O
糕,O
了,O
，,O
随,O
时,O
都,O
有,O
失,O
去,O
控,O
制,O
的,O
可,O
能,O
。,O
"
",O
"
",O
韩,O
立,O
果,O
断,O
的,O
伸,O
手,O
把,O
皮,O
袋,O
从,O
脖,O
子,O
上,O
拽,O
了,O
下,O
来,O
，,O
使,O
劲,O
把,O
它,O
抛,O
得,O
远,O
远,O
的,O
。,O
"
",O
"
",O
“,O
不,O
对,O
，,O
心,O
里,O
头,O
更,O
难,O
受,O
了,O
，,O
气,O
血,O
翻,O
滚,O
的,O
也,O
更,O
加,O
强,O
烈,O
。,O
”,O
"
",O
"
",O
韩,O
立,O
勉,O
强,O
的,O
再,O
次,O
压,O
住,O
了,O
体,O
内,O
的,O
异,O
动,O
，,O
用,O
充,O
满,O
了,O
血,O
丝,O
的,O
眼,O
睛,O
死,O
死,O
的,O
盯,O
着,O
那,O
个,O
小,O
皮,O
袋,O
，,O
希,O
望,O
能,O
找,O
到,O
事,O
情,O
变,O
得,O
更,O
糟,O
糕,O
的,O
原,O
因,O
。,O
"
",O
"
",O
第,O
二,O
十,O
三,O
章,O
试,O
药,O
兔,O
"
",O
"
",O
也,O
许,O
是,O
幸,O
运,O
之,O
神,O
的,O
保,O
佑,O
。,O
猛,O
然,O
间,O
，,O
一,O
道,O
灵,O
光,O
在,O
韩,O
立,O
心,O
头,O
一,O
闪,O
而,O
过,O
。,O
"
",O
"
",O
他,O
飞,O
快,O
的,O
冲,O
向,O
被,O
扔,O
在,O
远,O
处,O
的,O
袋,O
子,O
，,O
几,O
个,O
箭,O
步,O
就,O
跑,O
到,O
了,O
跟,O
前,O
，,O
一,O
俯,O
身,O
把,O
袋,O
子,O
捡,O
了,O
起,O
来,O
，,O
三,O
下,O
五,O
除,O
二,O
把,O
皮,O
袋,O
的,O
口,O
子,O
撑,O
开,O
，,O
从,O
里,O
面,O
把,O
父,O
母,O
给,O
他,O
平,O
安,O
符,O
抓,O
了,O
出,O
来,O
。,O
"
",O
"
",O
手,B-WEAPON
掌,I-WEAPON
心,I-WEAPON
一,I-WEAPON
触,I-WEAPON
到,I-WEAPON
这,I-WEAPON
张,I-WEAPON
平,I-WEAPON
安,I-WEAPON
符,I-WEAPON
，,O
一,O
股,O
透,O
入,O
身,O
心,O
的,O
清,O
心,O
感,O
觉,O
从,O
他,O
手,O
心,O
处,O
传,O
来,O
过,O
来,O
。,O
韩,O
立,O
烦,O
躁,O
的,O
内,O
心,O
马,O
上,O
就,O
平,O
静,O
了,O
下,O
来,O
，,O
原,O
来,O
的,O
郁,O
闷,O
、,O
难,O
受,O
的,O
感,O
觉,O
一,O
股,O
脑,O
统,O
统,O
消,O
失,O
的,O
无,O
影,O
无,O
踪,O
，,O
身,O
体,O
内,O
的,O
种,O
种,O
异,O
常,O
现,O
象,O
也,O
都,O
自,O
动,O
的,O
销,O
声,O
匿,O
迹,O
，,O
一,O
切,O
似,O
乎,O
都,O
恢,O
复,O
了,O
正,O
常,O
。,O
"
",O
"
",O
现,O
在,O
韩,O
立,O
对,O
自,O
己,O
身,O
上,O
生,O
的,O
一,O
切,O
变,O
化,O
都,O
不,O
再,O
理,O
会,O
，,O
只,B-WEAPON
是,I-WEAPON
用,I-WEAPON
一,I-WEAPON
只,I-WEAPON
手,I-WEAPON
掌,I-WEAPON
轻,I-WEAPON
轻,I-WEAPON
托,I-WEAPON
着,I-WEAPON
这,I-WEAPON
个,I-WEAPON
平,I-WEAPON
安,I-WEAPON
符,I-WEAPON
，,O
把,O
它,O
送,O
到,O
了,O
自,O
己,O
的,O
眼,O
皮,O
底,O
下,O
，,O
用,O
剩,O
下,O
的,O
一,O
只,O
手,O
轻,O
柔,O
的,O
、,O
慢,O
慢,O
的,O
抚,O
摸,O
着,O
它,O
，,O
全,O
身,O
心,O
的,O
凝,O
视,O
着,O
它,O
看,O
。,O
"
",O
"
",O
过,O
了,O
老,O
半,O
天,O
，,O
韩,O
立,O
才,O
叹,O
了,O
一,O
口,O
气,O
，,O
停,O
止,O
了,O
抚,O
摸,O
的,O
动,O
作,O
，,O
把,O
目,O
光,O
也,O
从,O
平,O
安,O
符,O
上,O
移,O
了,O
开,O
来,O
。,O
"
",O
"
",O
韩,O
立,O
并,O
不,O
知,O
道,O
，,O
这,O
次,O
令,O
他,O
差,O
点,O
没,O
命,O
的,O
麻,O
烦,O
并,O
不,O
是,O
“,O
走,O
火,O
入,O
魔,O
”,O
，,O
而,O
是,O
修,O
道,O
之,O
人,O
的,O
“,O
心,O
魔,O
入,O
侵,O
”,O
。,O
若,O
不,O
是,O
他,O
见,O
机,O
的,O
早,O
，,O
提,O
前,O
借,O
助,O
外,O
物,O
驱,O
除,O
掉,O
了,O
心,O
魔,O
，,O
恐,O
怕,O
他,O
不,O
久,O
就,O
会,O
被,O
心,O
魔,O
侵,O
入,O
元,O
神,O
，,O
然,O
后,O
被,O
控,O
制,O
陷,O
入,O
幻,O
境,O
，,O
操,O
纵,O
躯,O
体,O
狂,O
舞,O
而,O
死,O
。,O
当,O
然,O
，,O
这,O
一,O
切,O
都,O
是,O
他,O
后,O
来,O
踏,O
上,O
修,O
道,O
之,O
路,O
才,O
知,O
道,O
的,O
。,O
"
",O
"
",O
韩,O
立,O
运,O
功,O
察,O
看,O
了,O
全,O
身,O
上,O
下,O
，,O
觉,O
得,O
一,O
切,O
都,O
没,O
有,O
问,O
题,O
，,O
并,O
且,O
让,O
他,O
惊,O
喜,O
的,O
是,O
，,O
他,O
的,O
功,O
力,O
居,O
然,O
也,O
增,O
长,O
了,O
不,O
少,O
，,O
虽,O
然,O
还,O
没,O
有,O
突,O
破,O
第,O
三,O
层,O
到,O
达,O
第,O
四,O
层,O
，,O
但,O
也,O
达,O
到,O
了,O
第,O
三,O
层,O
的,O
顶,O
峰,O
，,O
距,O
离,O
到,O
第,O
四,O
层,O
也,O
不,O
远,O
了,O
。,O
"
",O
"
",O
韩,O
立,O
因,O
这,O
突,O
如,O
期,O
来,O
的,O
意,O
外,O
惊,O
喜,O
，,O
脸,O
上,O
露,O
出,O
了,O
一,O
丝,O
笑,O
容,O
，,O
但,O
他,O
紧,O
接,O
着,O
又,O
急,O
忙,O
收,O
敛,O
住,O
了,O
内,O
心,O
的,O
激,O
动,O
。,O
生,O
怕,O
因,O
情,O
绪,O
不,O
稳,O
定,O
，,O
再,O
来,O
这,O
么,O
一,O
次,O
惊,O
险,O
的,O
走,O
火,O
入,O
魔,O
，,O
他,O
可,O
没,O
有,O
把,O
握,O
能,O
再,O
一,O
次,O
有,O
惊,O
无,O
险,O
的,O
过,O
去,O
。,O
他,O
拿,O
住,O
装,O
平,O
安,O
符,O
的,O
皮,O
袋,O
，,O
准,O
备,O
把,O
立,O
了,O
大,O
功,O
的,O
平,O
安,O
符,O
放,O
回,O
袋,O
子,O
，,O
再,O
妥,O
善,O
收,O
好,O
。,O
"
",O
"
",O
“,O
咦,O
！,O
”,O
韩,O
立,O
意,O
外,O
现,O
袋,O
子,O
里,O
的,O
一,O
个,O
被,O
他,O
遗,O
忘,O
了,O
好,O
久,O
的,O
物,O
品,O
，,O
一,O
个,O
已,O
放,O
了,O
了,O
好,O
几,O
年,O
的,O
收,O
藏,O
品,O
—,O
—,O
那,O
个,O
神,O
秘,O
的,O
小,O
瓶,O
子,O
。,O
"
",O
"
",O
这,O
个,O
小,O
瓶,O
的,O
事,O
情,O
早,O
已,O
被,O
韩,O
立,O
忘,O
得,O
一,O
干,O
二,O
净,O
，,O
若,O
不,O
是,O
现,O
在,O
又,O
瞅,O
见,O
它,O
，,O
他,O
还,O
仍,O
不,O
会,O
再,O
想,O
起,O
这,O
回,O
事,O
。,O
"
",O
"
",O
现,O
在,O
的,O
韩,O
立,O
和,O
四,O
年,O
前,O
相,O
比,O
，,O
见,O
识,O
和,O
眼,O
力,O
又,O
大,O
大,O
不,O
同,O
了,O
，,O
他,O
通,O
过,O
饱,O
读,O
墨,O
大,O
夫,O
房,O
里,O
的,O
各,O
类,O
藏,O
书,O
而,O
大,O
长,O
许,O
多,O
见,O
识,O
，,O
因,O
修,O
炼,O
口,O
诀,O
头,O
脑,O
也,O
比,O
以,O
前,O
聪,O
慧,O
了,O
许,O
多,O
。,O
他,O
此,O
时,O
能,O
轻,O
易,O
地,O
从,O
这,O
瓶,O
子,O
曾,O
生,O
的,O
种,O
种,O
异,O
象,O
，,O
判,O
断,O
出,O
这,O
个,O
小,O
瓶,O
绝,O
对,O
是,O
个,O
世,O
间,O
少,O
有,O
的,O
奇,O
物,O
，,O
有,O
着,O
非,O
同,O
寻,O
常,O
的,O
功,O
用,O
。,O
"
",O
"
",O
他,O
现,O
在,O
所,O
要,O
做,O
的,O
事,O
情,O
就,O
是,O
：,O
把,O
这,O
个,O
瓶,O
子,O
的,O
价,O
值,O
彻,O
底,O
的,O
挖,O
掘,O
出,O
来,O
，,O
看,O
看,O
是,O
否,O
对,O
自,O
己,O
有,O
用,O
，,O
不,O
能,O
就,O
这,O
样,O
让,O
它,O
暗,O
无,O
天,O
日,O
的,O
待,O
在,O
袋,O
子,O
里,O
，,O
白,O
白,O
浪,O
费,O
掉,O
了,O
它,O
的,O
神,O
秘,O
作,O
用,O
。,O
"
",O
"
",O
韩,B-WEAPON
立,I-WEAPON
取,I-WEAPON
出,I-WEAPON
来,I-WEAPON
小,I-WEAPON
瓶,I-WEAPON
，,O
并,O
没,O
有,O
急,O
切,O
地,O
打,O
开,O
它,O
，,O
而,O
是,O
用,O
四,O
年,O
后,O
的,O
目,O
光,O
重,O
新,O
审,O
视,O
了,O
它,O
一,O
遍,O
，,O
看,O
看,O
有,O
什,O
么,O
自,O
己,O
以,O
前,O
曾,O
遗,O
漏,O
掉,O
的,O
地,O
方,O
没,O
有,O
。,O
"
",O
"
",O
但,O
很,O
可,O
惜,O
，,O
经,O
过,O
他,O
翻,O
来,O
覆,O
去,O
好,O
几,O
遍,O
仔,O
细,O
的,O
观,O
察,O
，,O
并,O
没,O
有,O
什,O
么,O
新,O
的,O
现,O
。,O
"
",O
"
",O
韩,O
立,O
不,O
再,O
无,O
谓,O
的,O
浪,O
费,O
时,O
间,O
，,O
他,O
把,O
瓶,O
盖,O
小,O
心,O
的,O
打,O
开,O
，,O
瓶,O
子,O
里,O
那,O
滴,O
翠,O
绿,O
色,O
的,O
液,O
体,O
仍,O
老,O
老,O
实,O
实,O
的,O
待,O
在,O
瓶,O
子,O
的,O
底,O
部,O
，,O
和,O
四,O
年,O
前,O
相,O
比,O
并,O
没,O
有,O
什,O
么,O
不,O
同,O
。,O
"
",O
"
",O
韩,O
立,O
很,O
清,O
楚,O
，,O
瓶,O
子,O
所,O
有,O
的,O
秘,O
密,O
可,O
能,O
都,O
存,O
在,O
了,O
这,O
小,O
小,O
的,O
绿,O
液,O
上,O
，,O
这,O
滴,O
绿,O
液,O
一,O
定,O
有,O
着,O
某,O
些,O
他,O
还,O
没,O
现,O
的,O
特,O
殊,O
作,O
用,O
，,O
为,O
了,O
搞,O
清,O
这,O
液,O
体,O
的,O
秘,O
密,O
，,O
他,O
看,O
来,O
必,O
须,O
要,O
找,O
到,O
一,O
些,O
小,O
动,O
物,O
，,O
去,O
做,O
些,O
残,O
忍,O
的,O
*,O
*,O
试,O
验,O
。,O
"
",O
"
",O
此,O
时,O
是,O
夜,O
晚,O
，,O
外,O
面,O
很,O
黑,O
，,O
实,O
在,O
不,O
方,O
便,O
出,O
去,O
寻,O
找,O
活,O
物,O
，,O
而,O
且,O
经,O
过,O
下,O
午,O
和,O
前,O
半,O
夜,O
的,O
一,O
番,O
折,O
腾,O
，,O
韩,O
立,O
觉,O
得,O
很,O
疲,O
惫,O
了,O
。,O
再,O
说,O
，,O
即,O
使,O
找,O
得,O
到,O
，,O
在,O
夜,O
晚,O
种,O
昏,O
暗,O
的,O
灯,O
光,O
下,O
，,O
要,O
是,O
看,O
不,O
清,O
试,O
验,O
的,O
具,O
体,O
变,O
化,O
，,O
岂,O
不,O
是,O
白,O
忙,O
乎,O
了,O
一,O
番,O
吗,O
！,O
"
",O
"
",O
经,O
过,O
上,O
面,O
的,O
一,O
番,O
周,O
全,O
考,O
虑,O
，,O
韩,O
立,O
决,O
定,O
去,O
睡,O
上,O
一,O
觉,O
，,O
好,O
好,O
休,O
息,O
一,O
晚,O
上,O
。,O
等,O
今,O
晚,O
养,O
足,O
了,O
精,O
神,O
，,O
明,O
天,O
再,O
去,O
做,O
试,O
验,O
也,O
不,O
迟,O
。,O
今,O
晚,O
过,O
后,O
也,O
许,O
会,O
有,O
一,O
个,O
很,O
大,O
的,O
惊,O
喜,O
在,O
等,O
着,O
自,O
己,O
，,O
他,O
在,O
睡,O
觉,O
前,O
这,O
么,O
期,O
望,O
着,O
。,O
"
",O
"
",O
第,O
二,O
天,O
早,O
上,O
，,O
韩,O
立,O
起,O
床,O
洗,O
漱,O
完,O
毕,O
后,O
，,O
先,O
去,O
谷,O
外,O
的,O
大,O
厨,O
房,O
吃,O
了,O
份,O
普,O
通,O
的,O
早,O
饭,O
。,O
以,O
前,O
墨,O
大,O
夫,O
在,O
山,O
上,O
的,O
时,O
候,O
，,O
都,O
是,O
由,O
墨,O
大,O
夫,O
吩,O
咐,O
厨,O
房,O
的,O
人,O
亲,O
自,O
送,O
到,O
到,O
神,O
手,O
谷,O
来,O
，,O
韩,O
立,O
粘,O
到,O
了,O
墨,O
大,O
夫,O
的,O
光,O
，,O
也,O
不,O
用,O
到,O
山,O
谷,O
外,O
去,O
用,O
饭,O
，,O
厨,O
房,O
中,O
的,O
伙,O
夫,O
也,O
把,O
他,O
的,O
饭,O
一,O
并,O
送,O
了,O
过,O
来,O
。,O
现,O
在,O
墨,O
大,O
夫,O
不,O
在,O
七,O
玄,O
门,O
，,O
厨,O
房,O
的,O
人,O
自,O
然,O
不,O
会,O
再,O
送,O
饭,O
上,O
门,O
，,O
这,O
让,O
韩,O
立,O
心,O
里,O
好,O
一,O
阵,O
感,O
慨,O
厨,O
房,O
管,O
事,O
的,O
势,O
利,O
之,O
处,O
，,O
大,O
叹,O
权,O
力,O
的,O
好,O
用,O
。,O
"
",O
"
",O
吃,O
完,O
早,O
饭,O
后,O
，,O
韩,O
立,O
没,O
有,O
马,O
上,O
离,O
开,O
厨,O
房,O
。,O
而,O
是,O
找,O
到,O
厨,O
房,O
的,O
管,O
事,O
，,O
花,O
了,O
几,O
钱,O
的,O
碎,O
银,O
子,O
，,O
从,O
他,O
那,O
里,O
换,O
来,O
了,O
两,O
个,O
活,O
蹦,O
乱,O
跳,O
的,O
灰,O
毛,O
野,O
兔,O
，,O
带,O
回,O
了,O
神,O
手,O
谷,O
。,O
"
",O
"
",O
回,O
到,O
谷,O
中,O
，,O
韩,O
立,O
把,O
野,O
兔,O
用,O
绳,O
子,O
栓,O
在,O
药,O
园,O
里,O
一,O
块,O
比,O
较,O
宽,O
广,O
的,O
地,O
方,O
，,O
让,O
兔,O
子,O
在,O
太,O
阳,O
下,O
暴,O
晒,O
了,O
起,O
来,O
。,O
"
",O
"
",O
等,O
到,O
野,O
兔,O
被,O
晒,O
的,O
无,O
精,O
打,O
采,O
、,O
口,O
干,O
舌,O
燥,O
的,O
时,O
候,O
，,O
才,O
去,O
找,O
来,O
一,O
个,O
大,O
白,O
瓷,O
碗,O
，,O
小,O
心,O
翼,O
翼,O
的,O
把,O
瓶,O
中,O
的,O
绿,O
液,O
倒,O
入,O
碗,O
中,O
，,O
再,O
掺,O
入,O
一,O
些,O
普,O
通,O
的,O
清,O
水,O
。,O
"
",O
"
",O
这,O
豆,O
粒,O
大,O
小,O
的,O
绿,O
液,O
，,O
很,O
轻,O
易,O
的,O
消,O
融,O
到,O
了,O
